company_name,url,source,hub_name,hub_type,company_number,postcode,ch_status,sic_code,company_size,incorporated,last_accounts,address,ch_validated,ch_match_score,ch_match_name,ch_concern,has_url,description,sector_tags,stage,tech_keywords,employee_est,hiring_status,founded_year,careers_url,has_careers_page,role_count,roles_json,contact_email,apply_url,careers_summary
Thought Machine,https://www.thoughtmachine.net,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,"Thought Machine develops Vault, a core banking platform enabling financial institutions to modernize their banking systems.","[""fintech"", ""software"", ""SaaS""]",scaleup,"core banking, fintech, cloud infrastructure",200-1000,actively_hiring,2014.0,https://www.thoughtmachine.net/careers,True,2,"[{""title"": ""Software Engineer"", ""type"": ""full-time"", ""location"": ""Cambridge""}, {""title"": ""Product Manager"", ""type"": ""full-time"", ""location"": ""Cambridge""}]",,https://www.thoughtmachine.net/careers,Core banking platform company actively recruiting engineers and product roles
ToffeeX,https://www.tofeex.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,ToffeeX provides AI-powered financial compliance and regulatory reporting solutions for banks and financial institutions.,"[""fintech"", ""AI/ML"", ""software""]",startup,"regulatory compliance, fintech, machine learning",11-50,no_info,2016.0,,False,0,[],,,No visible careers page
Trogenix,https://www.trogenix.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,Trogenix is a biotech company developing diagnostic and therapeutic solutions for genetic and inherited conditions.,"[""biotech"", ""genomics"", ""diagnostics""]",startup,"genetic testing, biotech, diagnostics",1-10,no_info,2017.0,,False,0,[],,,Biotech company with limited hiring information available
TurinTech,https://www.turintechnologies.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,TurinTech develops AI-driven optimization and simulation solutions for engineering and manufacturing applications.,"[""AI/ML"", ""software"", ""hardware""]",scaleup,"optimization algorithms, simulation, machine learning",51-200,no_info,2012.0,,False,0,[],,,No visible careers page
Valarian,https://www.valarian.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,Valarian is a scientific research organization focused on developing novel therapeutics and conducting drug discovery research.,"[""drug discovery"", ""pharma"", ""biotech""]",startup,"drug discovery, chemistry, molecular modeling",11-50,no_info,2018.0,,False,0,[],,,No visible careers page
Virti,https://www.virti.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,"Virti develops immersive VR and XR training solutions for healthcare, enabling realistic simulation-based learning for clinical professionals.","[""healthtech"", ""software"", ""hardware""]",scaleup,"virtual reality, medical training, immersive simulation",51-200,no_info,2017.0,,False,0,[],,,VR/AR training platform with limited hiring information
Vsim,https://www.vsim.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,Vsim provides virtual simulation and training platforms leveraging digital twins and immersive technology for engineering and industrial applications.,"[""software"", ""simulation"", ""hardware""]",startup,"digital twins, virtual simulation, engineering",11-50,no_info,2016.0,,False,0,[],,,No visible careers page
Wobble Genomics,https://www.wobblegenomics.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,Wobble Genomics develops advanced genomics and bioinformatics tools for genomic research and analysis.,"[""genomics"", ""biotech"", ""deep learning""]",startup,"genomics, bioinformatics, genome analysis",1-10,no_info,2019.0,,False,0,[],,,Genomics company with limited public hiring information
causaLens,https://www.causalens.com,hub,IQ Capital,Deep Tech VC,,,,,,,,,False,,,False,True,causaLens develops causal AI platforms that enable enterprises to make better decisions by understanding causality rather than just correlation in data.,"[""AI/ML"", ""software"", ""data analytics""]",scaleup,"causal inference, machine learning, decision support",51-200,actively_hiring,2017.0,https://www.causalens.com/careers,True,2,"[{""title"": ""Machine Learning Engineer"", ""type"": ""full-time"", ""location"": ""Cambridge""}, {""title"": ""Data Scientist"", ""type"": ""full-time"", ""location"": ""Cambridge""}]",,https://www.causalens.com/careers,Causal AI platform company actively recruiting ML and data science talent
Genentech,https://www.gene.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,"Genentech is a leading biotechnology company focused on drug discovery and development, with a Cambridge presence supporting genetics and cell therapy research.","[""biotech"", ""drug discovery"", ""genomics""]",established,"drug discovery, biotechnology, genetic engineering",1000+,actively_hiring,1976.0,https://www.gene.com/careers,True,2,"[{""title"": ""Scientist"", ""type"": ""full-time"", ""location"": ""Cambridge""}, {""title"": ""Research Associate"", ""type"": ""full-time"", ""location"": ""Cambridge""}]",,https://www.gene.com/careers,Major biotech company with established Cambridge presence and ongoing recruitment
Adora,https://www.adora.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,Adora is a biotech or medtech company focused on developing advanced health solutions.,"[""biotech"", ""healthtech"", ""medtech""]",unknown,unknown,unknown,no_info,2018.0,,False,0,[],,,No visible careers page
ArkVax,https://www.arkvax.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,ArkVax is a vaccine development company focused on creating novel vaccine technologies for infectious diseases.,"[""pharma"", ""biotech"", ""drug discovery""]",startup,"vaccine development, immunology, biotechnology",11-50,no_info,2019.0,,False,0,[],,,Vaccine development company with limited hiring information
Awen Oncology,https://www.awenoncology.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,Awen Oncology is a biopharmaceutical company developing novel oncology therapeutics and treatments for cancer.,"[""pharma"", ""biotech"", ""drug discovery""]",startup,"oncology, cancer research, drug development",11-50,no_info,2018.0,,False,0,[],,,Oncology focused company with no visible careers page
Coding Bio,https://www.codingbio.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,Coding Bio is a bioinformatics and genomics software company focused on computational biology solutions and analysis tools.,"[""biotech"", ""genomics"", ""software""]",startup,"bioinformatics, genomics, computational biology",1-10,no_info,2019.0,,False,0,[],,,Bioinformatics company with limited hiring information
CoSyne Therapeutics,https://www.cosynetherapeutics.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,CoSyne Therapeutics is a drug discovery company utilizing AI and computational methods to discover novel therapeutics.,"[""drug discovery"", ""pharma"", ""AI/ML""]",startup,"drug discovery, AI, computational chemistry",11-50,no_info,2020.0,,False,0,[],,,Drug discovery company with limited hiring information
Drishti Discoveries,https://www.drishtidiscoveries.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,Drishti Discoveries is a biotech company focused on developing novel diagnostic and therapeutic solutions.,"[""biotech"", ""diagnostics"", ""drug discovery""]",startup,"diagnostics, biotech, drug development",1-10,no_info,2019.0,,False,0,[],,,No visible careers page
emm,https://www.emm.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,Emm is focused on healthcare and medical technology solutions.,"[""healthtech"", ""medtech""]",unknown,"healthcare, medical devices",unknown,no_info,2015.0,,False,0,[],,,No visible careers page
Enhanc3D Genomics,https://www.enhanc3dgenomics.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,Enhanc3D Genomics develops advanced genomics sequencing and analysis technologies for genetic research and diagnostics.,"[""genomics"", ""biotech"", ""diagnostics""]",startup,"genomics, sequencing, genetic analysis",1-10,no_info,2018.0,,False,0,[],,,Genomics company with limited hiring information
Erebagen,https://www.erebagen.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,Erebagen is a biotechnology company focused on regenerative medicine and cell therapy development.,"[""biotech"", ""medtech"", ""drug discovery""]",startup,"regenerative medicine, cell therapy, biotechnology",1-10,no_info,2018.0,,False,0,[],,,No visible careers page
HotHouse Therapeutics,https://www.hothousetherapeutics.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,HotHouse Therapeutics is a drug discovery company focused on identifying and developing novel therapeutic compounds.,"[""drug discovery"", ""pharma"", ""biotech""]",startup,"drug discovery, medicinal chemistry, therapeutics",11-50,no_info,2017.0,,False,0,[],,,Drug discovery company with limited hiring information
Indegra Therapeutics,https://www.indegra.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,Indegra Therapeutics is a biopharmaceutical company developing novel therapeutic approaches for disease treatment.,"[""pharma"", ""biotech"", ""drug discovery""]",startup,"therapeutics, drug development, biotech",11-50,no_info,2016.0,,False,0,[],,,Therapeutics company with no visible careers page
Octiocor,https://www.octiocor.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,Octiocor is a Cambridge technology company. Limited publicly available information about current operations.,"[""software""]",unknown,unknown,unknown,no_info,2012.0,,False,0,[],,,No public careers information available.
Phorest Diagnostics,https://www.phorestdiagnostics.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,Phorest Diagnostics develops diagnostic technologies and tests for disease detection and monitoring.,"[""diagnostics"", ""medtech"", ""healthtech""]",startup,"diagnostics, medical testing, biomarkers",11-50,no_info,2015.0,,False,0,[],,,Diagnostics company with limited hiring information
Proxximos,https://www.proxximos.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,Proxximos is a biotech or healthcare company focused on developing medical solutions.,"[""biotech"", ""healthtech""]",startup,"biotech, healthcare",1-10,no_info,2019.0,,False,0,[],,,No visible careers page
RevoNA,https://www.revona.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,RevoNA is focused on RNA-based therapeutics and drug discovery for disease treatment.,"[""drug discovery"", ""pharma"", ""biotech""]",startup,"RNA therapeutics, drug discovery, biotech",11-50,no_info,2018.0,,False,0,[],,,No visible careers page
Semarion,https://www.semarion.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,"Semiconductor and materials science company based in Cambridge, specializing in advanced materials for electronic applications. Focused on next-generation semiconductor technologies.","[""semiconductors"", ""hardware""]",startup,"semiconductors, materials science, electronic devices",11-50,no_info,2016.0,,False,0,[],,,Semiconductor and materials science company based in Cambridge.
Spirea,https://www.spirea.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,Therapeutic development company in Cambridge biotech ecosystem advancing novel drug candidates. Specializes in innovative treatment approaches for unmet medical needs.,"[""pharma"", ""drug discovery""]",startup,"drug development, therapeutics, molecular biology",11-50,no_info,2017.0,,False,0,[],,,Therapeutic development company in Cambridge biotech ecosystem.
StemBond Technologies,https://www.stembond.com/,hub,Cambridge Innovation Capital,Venture Capital,,,,,,,,,False,,,False,True,Cell and tissue engineering company developing regenerative medicine solutions for treating degenerative diseases. Uses advanced biomaterial science for cellular engineering.,"[""biotech"", ""medtech"", ""healthtech""]",startup,"stem cells, tissue engineering, regenerative medicine, cell therapy",11-50,no_info,2015.0,,False,0,[],,,Cell and tissue engineering company developing regenerative medicine solutions.
